loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value
1237,0, Graduate, No,300000,500000,18,702,300000,400000,1200000,100000, Approved,2000000
2689,5, Not Graduate, Yes,2100000,6500000,10,796,2400000,2800000,7300000,2700000, Approved,15200000
2385,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000, Approved,64800000
213,2, Not Graduate, No,8500000,32700000,18,471,12600000,9400000,33900000,12500000, Rejected,68400000
1037,3, Graduate, Yes,7800000,26300000,20,840,1200000,11300000,24100000,5300000, Approved,41900000
4196,1, Graduate, No,7100000,26000000,16,727,4300000,9500000,18900000,8900000, Approved,41600000
901,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000, Approved,38700000
1447,1, Graduate, No,300000,1200000,18,747,100000,0,700000,200000, Rejected,1000000
2005,2, Not Graduate, No,9900000,31600000,16,892,4200000,17500000,31400000,12700000, Approved,65800000
2923,0, Not Graduate, Yes,9600000,23800000,12,389,25200000,15800000,27000000,8300000, Rejected,76300000
661,3, Not Graduate, No,1600000,5600000,6,710,3100000,800000,6000000,1600000, Approved,11500000
1615,3, Graduate, No,4300000,16300000,10,366,6900000,6700000,12300000,5500000, Rejected,31400000
742,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000, Approved,53300000
3920,2, Not Graduate, No,4900000,13500000,8,328,10500000,8100000,18300000,3400000, Rejected,40300000
3442,5, Not Graduate, Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000, Approved,40300000
1755,2, Not Graduate, Yes,2100000,4500000,2,787,4800000,2800000,6000000,2100000, Approved,15700000
4181,3, Not Graduate, Yes,9700000,30800000,18,471,12700000,3800000,37300000,10400000, Rejected,64200000
2974,0, Graduate, No,4800000,18600000,6,618,12300000,5900000,16800000,4000000, Approved,39000000
1207,2, Not Graduate, Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000, Approved,35400000
510,1, Graduate, Yes,9900000,39500000,12,808,11800000,3700000,30200000,13500000, Approved,59200000
3174,2, Graduate, Yes,4600000,12600000,2,355,6300000,6900000,14800000,6500000, Rejected,34500000
598,5, Graduate, Yes,700000,1300000,16,362,2100000,1300000,2000000,1000000, Rejected,6400000
2605,1, Not Graduate, No,5900000,13000000,6,779,10800000,11600000,13100000,6600000, Approved,42100000
2160,0, Not Graduate, Yes,5100000,24600000,6,542,6400000,2600000,24500000,4700000, Rejected,38200000
1898,5, Graduate, No,1600000,4000000,18,529,300000,1200000,5300000,2000000, Rejected,8800000
982,0, Not Graduate, Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000, Rejected,13800000
1850,2, Not Graduate, Yes,8500000,30900000,14,511,23300000,4400000,21900000,5500000, Rejected,55100000
3927,3, Graduate, No,4900000,12800000,14,653,7300000,1000000,13000000,7200000, Approved,28500000
519,4, Graduate, Yes,2900000,10500000,8,607,4400000,5500000,7600000,3800000, Approved,21300000
1868,4, Not Graduate, Yes,6200000,18300000,4,900,16900000,3400000,15300000,6400000, Approved,42000000
768,3, Not Graduate, Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000, Approved,66500000
4160,4, Graduate, No,5900000,14400000,6,745,15300000,5100000,16500000,3000000, Approved,39900000
1727,2, Not Graduate, Yes,1600000,4300000,20,512,3200000,2500000,6300000,900000, Rejected,12900000
1652,3, Not Graduate, No,6300000,23800000,10,760,12700000,1300000,18400000,8800000, Approved,41200000
3935,1, Not Graduate, No,5100000,14200000,6,451,6100000,7600000,11400000,5600000, Rejected,30700000
2941,1, Graduate, Yes,9600000,34100000,20,828,26100000,19000000,20800000,12400000, Approved,78300000
2356,3, Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000, Rejected,31500000
3064,0, Graduate, Yes,3500000,13900000,16,301,10300000,100000,8700000,2700000, Rejected,21800000
422,4, Not Graduate, Yes,4000000,14500000,6,711,2400000,5700000,10900000,4100000, Approved,23100000
124,0, Not Graduate, Yes,9000000,18700000,18,865,26800000,0,20900000,11300000, Approved,59000000
3062,2, Not Graduate, Yes,3300000,9600000,18,896,9900000,900000,12100000,4900000, Approved,27800000
4151,3, Graduate, No,2300000,5600000,18,420,1300000,600000,6700000,2100000, Rejected,10700000
1245,2, Graduate, Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000, Approved,58200000
820,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000, Approved,15600000
1404,3, Graduate, Yes,9100000,18800000,20,308,14500000,10200000,20500000,4800000, Rejected,50000000
1383,3, Not Graduate, No,1200000,2400000,12,480,3000000,100000,3100000,1700000, Rejected,7900000
101,4, Not Graduate, No,400000,900000,12,478,700000,100000,1200000,100000, Rejected,2100000
4041,1, Graduate, Yes,7800000,23300000,6,620,3500000,2100000,22200000,7600000, Approved,35400000
1576,3, Not Graduate, Yes,7300000,20000000,18,720,15500000,9900000,23000000,9800000, Approved,58200000
1639,0, Graduate, Yes,3900000,12800000,18,587,4500000,5300000,12600000,5000000, Approved,27400000
1796,3, Graduate, Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000, Approved,31300000
1284,3, Not Graduate, No,3200000,9200000,14,443,3300000,1100000,7200000,4500000, Rejected,16100000
4111,1, Graduate, No,3200000,8900000,12,866,5100000,700000,9900000,2400000, Approved,18100000
3382,4, Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000, Rejected,23200000
3898,1, Not Graduate, No,3900000,12300000,10,683,1000000,700000,11700000,2400000, Approved,15800000
1104,3, Graduate, No,2700000,7800000,14,870,5400000,5300000,5700000,2100000, Approved,18500000
2058,1, Graduate, Yes,6800000,27200000,2,702,4600000,2400000,27100000,6300000, Approved,40400000
3270,3, Graduate, Yes,9500000,25700000,18,446,16900000,13600000,29300000,10100000, Rejected,69900000
1518,5, Graduate, No,5900000,13400000,6,455,3200000,11200000,21600000,6900000, Rejected,42900000
3558,4, Not Graduate, No,7100000,28200000,14,496,6300000,10900000,27700000,4600000, Rejected,49500000
2113,5, Graduate, Yes,9200000,28800000,20,618,14300000,10800000,33900000,10600000, Approved,69600000
1353,2, Graduate, No,2400000,7700000,6,719,6000000,1700000,6700000,1600000, Approved,16000000
1961,2, Graduate, Yes,4900000,12600000,2,767,1100000,7400000,13000000,3800000, Approved,25300000
3693,1, Not Graduate, Yes,8100000,27600000,16,438,1000000,10500000,32200000,8000000, Rejected,51700000
3428,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000, Rejected,17700000
983,3, Not Graduate, No,6900000,15600000,20,310,4500000,3600000,20400000,4800000, Rejected,33300000
457,4, Graduate, Yes,5400000,21500000,14,555,4300000,1500000,14300000,7500000, Approved,27600000
2586,3, Not Graduate, Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000, Rejected,6000000
3298,3, Not Graduate, Yes,6000000,21300000,4,802,4700000,8900000,17300000,7600000, Approved,38500000
3286,0, Not Graduate, Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000, Approved,57400000
3425,0, Graduate, Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000, Approved,19000000
3657,1, Not Graduate, No,4400000,14600000,4,884,9800000,6500000,15000000,6000000, Approved,37300000
382,0, Graduate, No,5300000,17900000,6,678,4700000,3900000,14400000,3600000, Approved,26600000
642,0, Graduate, Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000, Approved,36000000
2186,2, Graduate, Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000, Approved,72100000
3260,4, Not Graduate, No,6400000,14800000,6,537,2300000,3700000,18600000,6500000, Rejected,31100000
1491,0, Not Graduate, No,7000000,25300000,14,697,15100000,10400000,14300000,6700000, Approved,46500000
1968,3, Not Graduate, Yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000, Approved,40400000
1011,0, Graduate, No,5600000,13400000,2,460,3400000,4100000,14800000,4100000, Rejected,26400000
4076,4, Not Graduate, Yes,2600000,8500000,4,392,5500000,100000,8800000,2900000, Approved,17300000
4266,0, Not Graduate, Yes,3300000,11300000,20,559,4200000,2900000,11000000,1900000, Approved,20000000
663,2, Not Graduate, No,5300000,20200000,10,348,9200000,9500000,17300000,6100000, Rejected,42100000
2441,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000, Rejected,40800000
2530,1, Not Graduate, Yes,400000,1400000,12,468,700000,0,1500000,400000, Rejected,2600000
4045,4, Not Graduate, Yes,4300000,16100000,18,849,3800000,6600000,17100000,6400000, Approved,33900000
3161,1, Graduate, No,1600000,5400000,4,319,4200000,2200000,4200000,1600000, Approved,12200000
3327,3, Graduate, No,1500000,3200000,4,767,2000000,400000,3700000,1400000, Approved,7500000
3510,0, Graduate, No,9500000,28400000,18,577,6200000,10300000,30200000,14100000, Approved,60800000
3373,4, Graduate, Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000, Approved,44400000
2460,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000, Approved,23700000
2641,5, Not Graduate, Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000, Rejected,42400000
3046,2, Not Graduate, Yes,7100000,19700000,20,890,13900000,3900000,22200000,4000000, Approved,44000000
846,1, Graduate, Yes,600000,1800000,8,799,1000000,700000,2200000,800000, Approved,4700000
543,0, Not Graduate, No,3600000,7800000,14,376,9800000,6900000,11900000,3000000, Rejected,31600000
1865,2, Not Graduate, No,5600000,13700000,2,558,7500000,9300000,12100000,6700000, Approved,35600000
92,4, Graduate, No,8800000,20700000,18,540,19200000,3200000,22400000,12700000, Rejected,57500000
2678,3, Graduate, Yes,3900000,14300000,18,785,10900000,7600000,13900000,4900000, Approved,37300000
3806,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000, Rejected,51800000
2464,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000, Approved,35600000
2317,4, Graduate, Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000, Rejected,69900000
1197,3, Not Graduate, No,2200000,6400000,20,667,6300000,3900000,8300000,2900000, Approved,21400000
2054,1, Not Graduate, Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000, Approved,8800000
1103,1, Graduate, Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000, Rejected,11300000
4095,2, Graduate, No,3900000,13600000,10,373,11600000,1000000,8400000,3600000, Rejected,24600000
2116,3, Graduate, No,2200000,6400000,2,318,1400000,2100000,4300000,1500000, Rejected,9300000
3575,2, Not Graduate, Yes,8700000,19900000,10,829,7500000,10500000,20200000,8400000, Approved,46600000
3239,3, Graduate, Yes,8000000,25300000,4,306,22300000,7300000,24400000,6600000, Approved,60600000
3209,4, Graduate, No,4600000,12500000,6,406,10800000,200000,14000000,6800000, Rejected,31800000
2836,3, Graduate, Yes,1400000,2700000,14,694,3800000,200000,3600000,1700000, Approved,9300000
3549,2, Not Graduate, No,9900000,19900000,6,312,21400000,2200000,31400000,11000000, Rejected,66000000
3613,0, Not Graduate, Yes,200000,700000,20,724,600000,0,500000,300000, Approved,1400000
1049,3, Graduate, No,9800000,30300000,2,612,10700000,4600000,32100000,5600000, Approved,53000000
3151,3, Graduate, No,2100000,7700000,6,703,700000,4000000,8200000,1300000, Approved,14200000
4167,1, Graduate, No,500000,1300000,14,619,1500000,100000,2000000,500000, Approved,4100000
899,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000, Rejected,20300000
1460,0, Graduate, No,7600000,28700000,6,397,11000000,13200000,24600000,3800000, Rejected,52600000
3372,1, Graduate, Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000, Rejected,36900000
238,3, Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000, Approved,23100000
1881,3, Not Graduate, No,3700000,10900000,16,301,7800000,2300000,9600000,3400000, Rejected,23100000
2533,1, Graduate, No,9800000,37900000,4,816,21800000,12200000,26100000,8500000, Approved,68600000
1134,2, Graduate, No,4800000,18500000,20,605,5700000,5500000,14700000,5800000, Approved,31700000
2900,0, Graduate, Yes,2200000,8300000,10,585,3600000,1700000,4300000,1900000, Approved,11500000
1806,5, Not Graduate, No,9900000,33600000,20,580,7000000,10800000,37400000,14700000, Approved,69900000
3034,1, Graduate, No,6300000,19000000,20,673,14600000,8100000,16000000,4200000, Approved,42900000
164,2, Not Graduate, Yes,2000000,5300000,10,681,4900000,1400000,4300000,2900000, Approved,13500000
2555,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000, Rejected,27000000
4127,5, Not Graduate, Yes,7500000,20800000,6,617,100000,14200000,19300000,8200000, Approved,41800000
253,3, Not Graduate, No,3700000,8500000,20,853,8300000,5700000,7500000,4900000, Approved,26400000
2447,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000, Approved,24700000
2336,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000, Approved,17700000
2663,3, Graduate, No,4200000,12500000,20,375,1300000,5100000,10900000,2400000, Rejected,19700000
1792,3, Not Graduate, Yes,1800000,5300000,14,440,2000000,100000,3700000,1000000, Rejected,6800000
1812,0, Not Graduate, No,2500000,6900000,12,471,7100000,4000000,5200000,1500000, Rejected,17800000
2222,0, Not Graduate, No,500000,1900000,2,857,1100000,500000,1800000,300000, Approved,3700000
2237,0, Graduate, No,4300000,16900000,8,884,6500000,5400000,12000000,3700000, Approved,27600000
931,2, Not Graduate, Yes,5500000,18400000,10,515,6800000,4400000,18500000,4100000, Rejected,33800000
2982,1, Graduate, No,7200000,15100000,8,379,2600000,8300000,21700000,8200000, Rejected,40800000
2816,1, Graduate, No,6600000,24800000,4,500,8600000,4100000,16700000,6100000, Approved,35500000
4256,4, Graduate, No,4800000,12000000,6,441,8400000,1300000,18200000,3200000, Rejected,31100000
1699,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000, Approved,36000000
3317,1, Not Graduate, No,2900000,11500000,20,431,3600000,3800000,5900000,3100000, Rejected,16400000
3053,0, Graduate, Yes,200000,600000,8,852,500000,0,400000,200000, Approved,1100000
2043,3, Not Graduate, No,8400000,27200000,12,604,21400000,8800000,23700000,4700000, Approved,58600000
3525,4, Graduate, Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000, Approved,20300000
2481,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000, Approved,23400000
2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000, Approved,69000000
1872,2, Graduate, Yes,4900000,12200000,18,353,7000000,200000,14400000,3600000, Rejected,25200000
1091,4, Graduate, No,9400000,32600000,4,898,18200000,4000000,22000000,10200000, Approved,54400000
3548,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000, Approved,39600000
1486,1, Not Graduate, Yes,1800000,5500000,10,426,5000000,1500000,5900000,1600000, Rejected,14000000
3843,1, Not Graduate, No,5200000,10500000,20,317,3000000,8000000,19300000,5300000, Rejected,35600000
3611,2, Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000, Approved,46000000
1182,2, Not Graduate, Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000, Approved,44700000
2474,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000, Approved,5700000
1453,2, Not Graduate, No,6100000,21800000,4,407,9800000,100000,20200000,5800000, Approved,35900000
594,4, Graduate, No,600000,1800000,6,851,100000,1100000,2100000,800000, Approved,4100000
678,1, Graduate, No,6500000,23100000,20,741,11400000,8500000,25700000,7900000, Approved,53500000
42,2, Not Graduate, No,9100000,24900000,16,822,22300000,12100000,31000000,5200000, Approved,70600000
2203,2, Not Graduate, Yes,7200000,21900000,12,640,0,11400000,14600000,3800000, Approved,29800000
2665,0, Not Graduate, No,800000,2900000,2,439,100000,900000,2700000,1200000, Approved,4900000
3791,1, Not Graduate, No,9600000,32400000,20,447,15400000,18400000,19800000,4700000, Rejected,58300000
3411,0, Graduate, No,5200000,13400000,2,505,12000000,7900000,20400000,6200000, Rejected,46500000
244,1, Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000, Approved,60600000
1125,2, Not Graduate, No,5500000,20400000,12,887,8800000,9400000,12300000,3300000, Approved,33800000
1340,5, Not Graduate, Yes,8800000,26600000,16,545,19100000,16600000,30400000,7600000, Rejected,73700000
2015,4, Graduate, Yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000, Approved,61100000
2373,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000, Approved,46900000
3563,0, Graduate, Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000, Approved,40600000
1443,1, Graduate, Yes,6000000,23300000,12,672,2000000,11300000,19600000,6400000, Approved,39300000
262,3, Graduate, Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000, Approved,46300000
3618,0, Not Graduate, Yes,2000000,4600000,16,651,2100000,2400000,7200000,1600000, Approved,13300000
3321,1, Graduate, No,1600000,4600000,12,415,800000,600000,3900000,1500000, Rejected,6800000
2501,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000, Approved,18800000
1690,4, Graduate, Yes,700000,2400000,14,705,0,100000,2000000,700000, Approved,2800000
2998,4, Not Graduate, Yes,7000000,19800000,16,682,9300000,5300000,14500000,7300000, Approved,36400000
1726,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000, Approved,22000000
3785,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000, Approved,82500000
835,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000, Approved,9400000
1867,5, Not Graduate, Yes,200000,300000,8,412,-100000,100000,500000,100000, Rejected,600000
3417,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000, Rejected,32400000
